,mz,rt,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,B_1,NIST_1,SP_1,S_11,S_12,S_13,S_14,S_15,S_16,S_17,S_18,S_19,S_20,B_2,NIST_2,SP_2,S_21,S_22,S_23,S_24,S_25,S_26,S_27,S_28,S_29,S_30,B_3,NIST_3,SP_3,S_31,S_32,S_33,S_34,S_35,S_36,S_37,S_38,S_39,S_40,B_4,NIST_4,SP_4,S_41,S_42,S_43,S_44,S_45,S_46,S_47,S_48,S_49,S_50,B_5,NIST_5,SP_5,S_51,S_52,S_53,S_54,S_55,S_56,S_57,S_58,S_59,S_60,B_6,NIST_6,SP_6,S_61,S_62,S_63,S_64,S_65,S_66,S_67,S_68,S_69,S_70,B_7,NIST_7,SP_7,S_71,S_72,S_73,S_74,S_75,S_76,S_77,S_78,S_79,S_80,B_8,NIST_8,SP_8,S_81,S_82,S_83,S_84,S_85,S_86,S_87,S_89,S_90,B_9,NIST_9,SP_9,S_91,S_92,S_93,S_94,S_95,S_96,S_97,S_98,S_99,S_100,B_10,NIST_10,SP_10,S_101,S_102,S_103,S_104,S_105,S_106,S_107,S_108,S_109,S_110
187,291.1200414,13.28747177,2415604.052,1889411.056,1148310.317,2425422.4,2537717.854,8990885.736,4306871.453,2020038.477,3077320.745,2052042.834,,3041119.779,3193193.99,2994386.216,4214030.023,3617360.854,2317748.13,5496229.109,1387468.694,1573480.233,4660943.215,3007932.801,5384514.768,,2934052.119,3476311.05,4288794.836,1600463.386,3672612.097,2232688.596,3051068.751,3697133.539,2385419.262,2254209.099,4213977.566,1731827.507,,3006639.27,3417131.926,3289909.768,2886855.334,3614544.41,2031764.306,4864615.088,3394943.122,3703708.485,4068009.015,1767215.804,3059824.528,,2977091.191,3246218.311,1751563.36,2982906.954,2364566.403,4277527.818,3432004.186,3328141.421,3159473.569,3983249.555,4646314.253,7401540.584,,3213493.039,3394120.877,2202900.394,5702296.813,2623359.389,2409661.953,2665639.336,2731610.518,5017806.899,3518861.482,1881751.726,3350556.611,,3128623.653,3393579.012,4453061.854,1588206.084,4590054.037,3547734.397,2946714.989,6386103.695,2723566.162,2716679.624,1598857.489,2513252.668,,3101361.787,3468478.249,6239435.551,2891851.344,2577776.467,9410477.656,3730978.436,3335299.086,2796491.817,3563067.978,4231036.837,2161210.755,,3129128.8,3370938.287,1922395.027,1436416.014,4263136.351,869796.3315,2492795.096,3815412.357,4495535.778,2324438.599,2633103.825,,2545897.814,3123016.452,2267099.842,2743438.643,2971729.282,1335915.426,3403530.261,2097766.115,2555505.61,2304225.047,4282282.904,2820811.086,,2508506.636,2847926.487,2384978.799,2199922.357,3898573.922,2797529.433,1798735.971,4234538.349,3945630.343,3372675.092,1713729.826,1074745.057
188,171.0286937,1.117925243,2909074.567,3260927.076,3522311.555,2861149.717,2821610.782,3127210.529,3157981.043,3389903.424,3118516.623,3580287.272,,,3192310.701,2677987.184,3829927.939,3334866.217,3166458.797,3241930.619,3474635.807,3227943.303,3273896.162,3327054.719,3092250.678,,,3110119.953,2931138.671,2948345.558,3292071.785,3477344.064,3523078.137,3367111.779,2951167.101,3724433.403,3408775.61,3187201.612,,,3180746.307,3157591.916,3491723.32,3350198.912,2924399.068,3410066.736,3381037.269,4062601.605,3412002.838,3363675.608,3215525.331,,,3179759.936,3098444.445,3520562.21,3486787.426,3278535.493,3318343.736,2924587.048,3442951.633,3091603.037,2903051.725,3755516.287,,,3483114.51,3092768.373,3141489.576,3220200.949,3366295.002,3207222.808,5522001.032,3079858.277,2801981.604,3338864.046,3143070.213,,,3447380.68,3414478.145,3489541.123,3310849.754,3022816.399,3314407.795,3028503.22,3817198.608,4761606.066,2921132.37,3031537.286,,,3146382.746,3137813.288,2928460.924,3518992.892,3345801.053,3224127.699,3540601.651,3279190.252,3296318.1,3457282.074,3199417.769,,,3019829.552,5845777.805,2999205.657,2630863.994,3362477.022,2982667.519,2961817.141,3080486.714,5204216.534,5696945.492,,,3139398.92,5034764.911,2601196.418,5977658.626,5942326.009,5214749.605,5900626.216,5680961.794,5494403.161,2441740.525,3395846.4,,,2866393.907,5775362.576,5487741.7,3695996.697,4772085.391,3093311.334,3059130.833,2925979.802,2563424.73,5335091.832,3237255.207
189,209.1171294,13.28729521,2408862.796,1819772.473,1127297.126,2435897.696,2534067.212,8718274.739,4282882.615,2032124.182,,2050336.563,,3042530.738,3190981.116,2842723.304,4124466.116,3414133.419,2270532.93,5258214.618,,1562116.866,4629503.233,2970919.738,5043447.371,,2833278.799,3227357.867,4159877.879,1570371.562,3504595.849,2125132.914,2925790.854,3473332.129,2226531.089,2094885.873,4036895.752,,,2773317.083,3177164.646,3295268.432,2685540.784,3376868.846,1879030.234,4517685.658,,3300571.556,3894884.034,1588397.173,2828979.904,,2657666.55,2944039.217,1576403.654,2634213.312,2073973.099,3796573.887,3082520.538,2977163.925,2817735.097,3536274.578,3988501.739,6175157.01,,2761403.53,2971418.639,1872355.424,4876450.664,2338393.69,2146241.494,2393183.539,,4362582.405,3093843.172,1681453.835,2956223.36,,2693338.176,2961056.854,3736515.917,1438917.54,3874101.229,,2542084.541,5313942.634,,2334351.005,,2186110.309,,2646866.663,2888499.573,5275201.275,,2194441.384,7778923.693,3160239.655,2940647.146,2448903.311,,3635937.947,1937158.426,,2644263.107,2928985.87,1687948.126,1262291.322,3701556.26,798446.1813,2181919.681,3253847.961,3839626.914,2027158.544,2233878.033,,2138159.511,2717294.643,1959321.063,2341528.112,2506215.675,1082034.864,2883980.321,1815518.431,2157882.551,1962040.354,3630002.861,2388099.407,,2115682.308,2411985,2046280.783,1883119.721,3289578.223,2332195.652,1552410.951,3541591.811,3171816.03,2859532.133,1538673.726,948129.1226
190,783.5724598,18.12798392,2735478.302,2114492.091,4437117.773,2815948.639,4051505.06,2432753.128,3529102.72,2836609.572,3556058.203,3393543.777,492011.1852,2990050.96,3186533.461,3272667.473,1635846.119,3186336.565,3372156.713,3474008.074,4224693.607,3438245.774,4525148.218,4108203.848,4013792.056,784258.1218,2994127.333,3120898.318,3378438.549,3465406.946,3483000.011,3236869.194,3865231.789,1933425.497,3253959.602,3961901.609,2159270.497,2985343.436,604620.1263,3009619.052,3193341.73,4879712.181,3616576.047,3279279.705,3318538.484,3441249.055,2375277.861,2796945.54,3717122.087,3053999.517,4250529.946,653982.4769,2793297.923,2955796.161,3980109.966,2288047.914,2909773.036,3024027.221,2954340.388,3374244.323,2971817.246,3680212.047,3318380.911,3409911.224,639367.3057,2642393.663,2679407.341,4710728.313,2804084.552,2823731.191,2415015.815,2947531.424,3005277.829,3297954.528,2579907.28,2878435.36,3533625.661,715376.6168,2555551.193,2753273.273,2626947.801,3517018.556,2395260.699,3506382.563,3556857.437,3021153.671,3636823.31,3346132.553,2753823.001,3598694.73,628276.0664,2558243.987,3214507.027,2126134.92,3588604.979,3471670.527,3026753.592,2885910.582,3049551.461,2893067.983,3787422.865,2719442.271,3003670.334,681090.3513,2694253.144,3288287.641,,,,,,,,,,,,215374.8717,,,,,,,,,,,,,,,,,,,67163.3983,,,,84137.42048
195,806.566549,18.33255487,2472054.484,2329023.226,3005508.335,3203374.523,3336549.391,3603169.452,2667145.453,2807969.365,2678301.975,3075667.313,,3021017.715,3075289.622,3106319.181,1534429.957,2598103.708,2729055.762,2885012.426,3583652.242,3457319.889,2862253.838,3182132.344,2874302.402,,3200520.413,2994060.47,2825837.96,3854683.55,2870796.567,3680978.123,3388826.275,2760806.987,2410329.134,3913466.512,1955481.006,3056810.994,,3304524.314,3099679.275,3527493.438,3989125.517,2782828.866,2951537.438,3610771.64,2003698.017,3582768.1,2732695.972,3496526.546,2865601.496,,3532657.787,3275616.345,2496018.141,3907459.337,3326369.082,3718478.294,4143001.144,3299282.165,4083173.289,3487038.238,3159940.189,3601055.468,,3644625.116,3416059.561,2928955.258,3145038.895,3024175.387,3490464.352,2762827.451,2621825.111,3082034.728,2573911.669,3310947.266,3397012.508,,3841547.927,3513080.315,2982371.5,3578925.083,4170623.727,3156884.097,3385786.368,3283599.898,3483309.055,2846508.259,2679930.923,3685962.397,89833.54627,3894090.459,3555886.043,3299039.901,3297392.354,3365041.809,3830437.486,3239161.912,4278686.542,3666688.422,3337760.263,4084131.553,3509464.102,,3534500.556,3438422.219,5180596.104,2819184.486,1586482.824,961425.8354,2908931.911,3444971.565,3550952.546,3152527.088,3656287.671,,,3000290.533,2668386.033,1745256.538,3693600.229,,2429433.978,4233669.215,3095403.988,3120531.308,,3286562.381,,2981738.815,1763472.989,,1705069.267,4024538.268,,3342350.664,3479605.34,2918086.61,2316274.103,2060766.108,4077594.127
197,122.0576924,3.58228428,1375378.944,1241616.195,1263166.155,1096256.52,1449255.407,1219395.673,1113355.273,1153235.098,852952.1121,2284994.704,3415783.802,1384783.095,3050249.724,1701472.136,1932619.476,1282214.332,701115.3268,1731722.19,1549775.578,1770128.856,2040639.45,1499779.418,877093.761,1291127.35,1044316.188,2112316.373,1317377.027,870634.0658,1273279.829,1940438.575,1116653.331,1265898.401,1399224.064,1652824.397,2308632.627,1346756.87,1582380.97,593195.6162,1757777.215,1397353.894,1802435.719,1306934.642,995683.7666,948192.1478,932043.9523,1130032.454,999632.5694,1206710.466,790010.8184,1380355.598,1122158.118,3240378.557,1061767.519,1202419.508,1708529.446,1558757.832,1457235.864,1631941.899,1577055.382,1759632.973,1213261.028,1992658.893,2109477.308,574401.6669,2400843.009,5714002.068,1303142.665,1613608.882,1538066.75,1305259.763,1100067.474,1381296.705,869703.6636,1512590.46,1095026.518,2843004.952,553280.4547,1447732.393,1440516.391,1838281.125,1549390.557,1183221.689,1454427.406,1550937.847,1484336.794,1215029.25,1869206.763,1497157.713,1445083.784,709702.4861,1178934.441,1377594.735,2015961.229,3949702.641,1988486.095,1797770.551,1694121.223,1324357.743,1649979.895,1141555.859,1162402.071,2050680.976,5946553.111,1223068.332,1507702.87,1582185.506,1768234.369,830214.6744,1434519.896,1557320.118,3205188.97,1677365.927,1849675.761,4956289.872,6011435.058,5017891.985,1395826.825,1675284.433,1039069.434,2028750.89,1978159.337,1328694.097,1493601.953,1682373.423,951216.3218,1831575.914,2547688.319,1097403.325,1055872.682,1330662.763,1157378.226,521775.5651,801306.2736,4418712.724,554383.8749,1837987.45,1199734.68,1586449.26,1993517.513
202,343.2603942,17.08563146,513759.214,324170.2889,839429.6125,902728.0121,791981.0198,286336.9014,837459.7129,691906.6916,1472735.813,604728.1338,,1731717.725,2965363.822,1154307.131,658912.904,617587.2596,395505.668,578557.2018,719167.0951,1324848.452,483670.9487,1182091.746,714487.4403,,1849869.929,2443073.675,761859.6947,595374.0864,816089.925,383016.5855,793799.22,811299.5991,418924.6575,1849551.368,1002817.416,952913.3213,,2492419.302,2155672.012,2190418.83,1051782.312,763216.3328,828312.1847,1259400.959,1031992.998,1206067.251,1258880.007,825042.2506,768343.5484,,1798746.004,2787527.066,709636.2647,731058.3946,559770.8692,1007783.74,421595.3708,914455.9649,687290.1183,994422.3856,356481.4479,462995.1563,,1855522.247,4022009.634,901044.8347,484129.0896,585842.1553,642753.5809,480851.8426,680415.7285,667121.085,547002.2217,1416888.12,846459.9511,,2959717.226,2079187.017,678127.8548,409178.532,323031.5619,573267.8271,688104.936,355927.729,869595.8977,486325.8806,498239.6289,921965.688,,2121474.526,1858107.654,460729.9154,722882.8867,863209.647,631785.0301,645671.4543,1709974.427,385728.8375,1074247.658,669288.4192,514065.404,,2470427.587,2857810.046,1031972.459,580463.9122,1195275.779,462580.4199,483226.5825,682557.1319,514833.3424,1598996.468,1152051.361,,3545195.46,2150421.34,1045580.782,656218.2993,1261936.387,1265894.489,631402.5798,1645640.885,1455430.614,906758.6257,1002183.657,600097.3449,,4206362.567,3287205.929,905654.1832,487880.8162,768674.9692,1681265.389,1254612.447,251952.1759,1403979.672,3352125.655,2600611.39,3047379.592
209,148.0321643,1.187241956,5085654.751,2971553.246,3669768.919,2609153.155,2927210.039,,2961046.284,3810626.106,2676727.279,4694171.858,,,2918815.923,5796957.504,3171094.883,2493508.485,2592343.091,,3004887.579,,2022391.675,5042857.497,2702624.466,,,2933888.335,4561318.379,,2592858.918,,3059646.761,,2253362.094,9646908.061,2731064.931,2750017.242,,,2975180.783,2744489.415,3097310.919,4543918.628,,5230673.171,2845647.242,,2626218.612,,2591354.385,,,2935425.701,2910091.756,7013166.511,,2726328.776,3015447.933,2526063.438,2736978.34,6332697.564,4541859.384,,,,2416510.278,4842237.684,2624225.473,2818371.577,5643877.879,2605838.464,8362201.244,2730524.198,8295500.102,6504418.991,3946780.515,,20253.17071,3151306.297,2950037.892,3181200.085,4268961.358,2869332.356,2735108.732,,6671759.952,6737378.15,2622683.178,5301402.977,,,2790133.263,2720797.039,5142352.923,3035494.865,3083749.543,,4585278.811,,2373556.777,,,,,2726921.329,6434427.31,2867749.206,5462904.468,7435636.112,2537298.917,6947798.195,2732615.92,2644690.502,6903788.387,,12889.87855,3056293.274,4638685.337,8138650.631,7145202.832,6866988.488,6815273.809,2938908.927,6978827.744,6222649.839,6626417.576,2950141.963,,,2698940.709,7571744.853,6249520.547,5619434.91,4539641.002,2720557.64,4563506.644,7228900.666,2446406.544,10674111.44,
213,133.034597,0.500709418,2571873.166,3223131.508,2728181.273,2631073.97,2602102.359,3429143.534,3051007.688,3237986.818,2386740.939,2748585.716,,248385.9439,2893789.62,2529771.32,3137802.776,2491081.928,2556826.168,3088106.297,3061542.029,2779278.418,3137417.379,2440417.628,2555303.071,,260473.115,2631408.467,2677527.083,2510150.385,2679513.553,2751600.38,2780818.686,2757429.359,2517094.398,3424914.17,2745814.248,2370367.819,,246303.9686,2705580.59,2799437.946,3048610.608,2975571.65,2452754.113,2906663.172,2562518.125,2773709.449,2868296.992,2726907.84,3291545.6,247565.7096,309085.3731,2906628.957,2341137.989,2757029.106,2724088.215,3231053.166,3086991.529,2939230.927,3255403.603,3015853.301,2732326.346,3155714.613,,328854.9395,2837727.02,2544276.609,3072406.946,2606871.723,2846041.644,2824674.197,3120361.148,2961704.67,2584801.122,2751246.254,3025834.263,240485.4966,316226.138,2916753.909,3099073.456,3012951.145,2907703.467,2632563.273,2931442.583,2686652.24,4217127.426,2821912.836,2623111.661,3186115.406,,292873.6192,2840731.458,3016659.081,2725634.601,3002720.119,3168221.393,3092556.195,3005160.633,3197731.706,2844115.554,2919535.93,3160696.339,,296376.7593,2716891.167,2892722.721,2723089.846,2347594.708,2572170.838,2591865.119,2666507.319,3062569.627,2380316.724,2578521.803,,360823.1456,2807692.023,2614375.647,2597614.569,3229191.294,2502332.342,2585133.181,2890652.268,2649914.047,2618774.19,2460044.239,3164474.24,,383304.1299,2826612.479,3036016.272,2516652.77,3411230.548,2281788.399,2683961.984,3207664.974,2225245.644,2192296.431,2605472.646,3239541.285
221,171.0287266,1.20562208,2594930.007,2741162.193,3033256.435,2459492.737,2809669.123,2473022.673,2817394.337,2809001.327,2539712.44,2976389.235,,,2752962.451,2268293.663,2988761.198,2835324.264,2650753.592,2802193.638,2852724.519,2772477.352,2442115.829,,2557177.834,,,2707174.155,2488352.027,2548477.29,2443141.968,2951099.98,2554702.184,2758453.966,2100474.827,2952533.47,2661780.84,2562491.412,,,2846347.803,2782816.768,2969992.48,2724027.469,2347061.016,2613927.669,2718753.429,2986992.354,2289378.352,2825364.865,2724981.241,,,2811745.01,2842622.94,3166629.722,2836660.135,2567432.736,3045254.949,2666866.515,3093771.852,2809863.881,2918553.262,3203287.801,,,2648528.848,2635872.3,2495296.567,2491905.74,2837124.989,2528308.309,2542979.235,2705773.697,2603005.918,2604483.191,2699745.776,,,2763119.636,2894037.685,2899432.441,2630931.716,2722071.786,2608941.715,2463350.741,3261484.433,2378886.828,2354492.961,2776273.341,,,2786351.47,2584923.565,2909449.101,2734374.542,3054537.295,2501993.86,2966719.793,3011323.833,2591064.086,3197673.303,2572552.473,,,2652355.378,2812479.782,2677182.288,2234552.23,,2480964.269,2578451.497,2542744.801,2455829.631,2563416.005,,,3028768.067,2347980.389,3126673.845,2782060.003,2755226.354,2301946.402,,2523803.459,,,2645255.113,,,2628120.967,,2627611.555,2707465.204,2281903.904,,2821438.058,2342330.454,2338444.66,,3129240.377
222,91.05422656,1.570025559,2833643.66,3413230.482,2065862.254,3134070.183,3550417.844,2329495.823,2782501.054,2820651.966,2321797.562,2232236.915,,2840414.984,2737701.529,1759703.284,2907833.387,2798600.842,1993047.657,2296268.667,3044446.168,3147259.427,2999062.353,2771925.596,2763679.063,,,2433091.517,2459742.701,1421116.043,2356153.233,2587306.121,2713014.22,2216150.557,1496837.698,3124423.072,2722034.33,2414877.513,,2640782.456,2607977.258,1550001.933,3280082.793,1933614.074,,1877677.697,3430351.014,2496932.276,2731224.237,2434519.409,2495011.217,,2862620.196,2693201.186,3261154.479,2767186.023,2353183.413,2913639.392,1610891.264,2933375.44,2005721.002,2472566.547,2516377.846,3878519.789,,2997787.409,2633421.191,2741752.304,3345493.656,3452266.733,2477916.439,2989198.081,2595951.79,3075762.872,2190119.669,3324117.456,3101350.024,,,2620504.571,3272176.826,1587457.252,1836676.935,2561596.19,2571062.628,1994102.986,2361955.564,2254353.595,2469062.634,2335766.724,,2626088.414,2436556.013,3069016.101,2319543.452,2637834.543,3742816.903,,2623300.854,2727375.167,3032509.401,2236236.45,2647033.67,,2691460.752,2659109.841,,3038975.094,2549537.863,2263056.743,2680449.046,2618550.756,2278876.875,2982882.765,3211474.746,,2270609.519,2761397.51,1792392.782,2757345.21,2978366.673,2557813.867,3409324.109,2190679.406,2204639.132,3196154.46,2644714.002,4107837.271,,2261260.362,2466468.496,2130152.144,2520490.6,1853313.621,2097261.236,3019908.632,2157654.291,2326241.141,1838087.531,2253366.403,2020469.322
224,119.0856032,15.53916591,2433236.572,2184398.289,2799661.231,2652505.384,2358956.462,2091216.042,2289709.593,2511379.379,2229368.298,2260317.818,680165.7635,1332150.586,2734142.553,2388093.467,2327276.929,1853327.308,1226513.032,2427864.978,2461185.61,2539213.441,2440546.486,2280333.56,2030429.958,884069.4179,1451199.445,2678555.17,2164448.668,2307318.302,2238323.686,2154282.99,1932267.509,1902631.044,1720043.821,2988645.48,1914388.188,2132166.089,656820.2965,1539385.171,2174216.507,3026667.555,2579308.209,1849166.535,1905184.507,2419315.04,2337417.832,2386394.47,2155148.029,1752590.799,1902451.872,466978.1382,1326442.417,2664048.294,1874654,1730644.612,1620185.508,1920249.204,1798908.529,2021949.76,1871752.84,1992154.177,1539914.304,1939094.177,561052.398,1294627.417,2029895.619,2343600.048,1907495.573,1805710.946,1502300.509,1788060.847,1888901.654,1945551.297,631124.2269,1924360.275,2058976.069,,1558305.02,1374739.711,2067776.31,1497559.443,2055065.585,1727559.042,2044463.112,1619790.144,2090066.753,2236882.447,1428880.961,1865781.552,622615.6349,1375428.406,1359726.967,1335607.114,1731441.513,1763175.761,1673028.912,1705323.96,2200409.301,1365912.592,1708303.506,1798922.544,1789956.533,571432.0801,1130879.239,1376989.427,2449845.601,1687971.708,1694966.229,1560567.625,1655961.835,1631938.857,2306291.805,2133868.778,2209498.67,,1459068.121,1605553.745,1635491.241,1575629.355,502455.8916,1959834.36,1880443.318,1840287.803,2103386.731,1468258.927,557107.0553,2007027.75,549964.5941,1840126.793,1174113.771,1830101.906,2093845.709,1245109.881,2118841.244,1755390.36,1389168.445,1550948.245,1406035.838,2297161.66,1753157.353
233,189.0070519,2.221176228,2089692.171,3418016.006,2289264.103,2871565.282,1575442.854,1484341.506,2408033.134,4337427.6,2301027.868,2430046.314,,2632201.508,2628666.016,1759667.685,4163146.408,3033342.041,2583098.958,3097692.271,2184931.146,3089361.049,2731655.24,2128319.371,2258129.234,,2688244.751,2631555.663,2857734.466,2539023.737,1982263.21,1963148.772,3130959.132,1771268.966,3485739.301,2326815.9,3448728.178,1627868.577,,2603919.175,2512968.023,2491556.712,2976921.483,2215315.5,1557795.594,1652562.656,2685579.152,1775399.776,1864848.004,2076664.648,2064334.116,,2793063.303,2664676,3000937.301,1873154.158,1556195.128,2744800.701,2680836.617,2257290.58,1660468.853,2990891.807,3346443.795,2755420.318,,3046418.201,2815750.297,3132052.202,2469608.324,2938109.591,2928511.911,3602116.205,2347533.177,2700737.277,1740884.36,2407087.603,4048266.387,,2902694.37,2941541.414,2919557.947,6407815.579,953146.7277,2887659.711,3059402.634,2316584.661,1706650.511,3904750.512,2372706.142,2894781.115,,2914821.414,2609040.814,3026414.477,3345235.531,2447579.055,1573272.514,2529042.87,2581782.523,2028982.964,2076013.028,1392518.604,3654411.268,,2855848.82,2693769.388,2082581.558,1301183.308,2260982.637,4106521.899,3224400.439,2643015.087,2816437.626,3732003.891,1890453.024,,2366338.171,3204993.309,2309427.532,4661701.597,1815390.869,2465531.129,3338590.785,2238707.231,2568233.243,2498670.855,2504327.005,3627872.965,,2448463.773,2867975.916,2616374.407,2179523.743,1674002.791,4733196.905,2528318.381,2577625.535,2483246.509,1412057.032,4045282.714,3327817.546
